,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1,X,LAT,LON,idx,NBR_LIST,NBR_COUNT,NBR_MATCH,latcut,loncut,Bin,CALL_LIST,BLIGHT_LIST,CRIME_LIST
158,158,89913,89913,89913,42.3912914578,-83.1251069789,89913,[1951],1,True,8.0,5.0,85,"['Tree Issue', 'Tree Issue']","['Rodent harborage one-or two-family dwelling or commercial building', 'Allowing bulk solid waste to lie or accumulate on or about the premises', 'Allowing bulk solid waste to lie or accumulate on or about the premises', 'Allowing bulk solid waste to lie or accumulate on or about the premises']",['OBSTRUCTING JUDICIARY']
159,159,297323,297323,297325,42.370517908,-83.0269797117,297325,[5108],1,True,6.0,8.0,68,[],[],"['ROBBERY', 'LARCENY']"
160,160,146156,146156,146156,42.3608885021,-83.0910030346,146156,[],0,False,6.0,6.0,66,[],[],[]
161,161,232261,232261,232262,42.4410787123,-82.9749891477,232262,[2908],1,True,,9.0,NA9,[],[],[]
162,162,254649,254649,254650,42.4304822808,-82.9583052725,254650,[],0,False,,9.0,NA9,[],[],[]
163,163,189607,189607,189608,42.4120908977,-83.1204855121,189608,[4431],1,True,9.0,5.0,95,[],[],[]
164,164,56956,56956,56955,42.4255969745,-83.2079972591,56955,[],0,False,9.0,3.0,93,[],[],[]
165,165,111536,111536,111536,42.3903458203,-83.0017988173,111536,[],0,False,8.0,8.0,88,[],[],[]
166,166,43040,43040,43039,42.4150837813,-82.9810390387,43039,[],0,False,9.0,9.0,99,[],[],[]
167,167,48392,48392,48391,42.4200997362,-82.9951139258,48391,[2846],1,True,9.0,8.0,98,[],[],"['AGGRAVATED ASSAULT', 'BURGLARY', 'ROBBERY']"
168,168,310728,310728,310730,42.3236651148,-83.1039974589,310730,[2121],1,True,3.0,5.0,35,[],"['Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Inoperable motor vehicle(s) one- or two-family dwelling or commercial building']",[]
169,169,327612,327612,327614,42.439031725,-82.9720186704,327614,[5623],1,True,,9.0,NA9,[],['Failure of owner of one- or two-family dwelling to comply with an emergency or imminent danger order concerining an unsafe or unsanitary structure or unlawful occupancy'],[]
170,170,36489,36489,36488,42.4306103028,-82.947495869,36488,[],0,False,,,NANA,[],[],['ARSON']
171,171,291026,291026,291028,42.3024101916,-83.1302783813,291028,[5628],1,True,2.0,4.0,24,[],[],[]
172,172,21068,21068,21067,42.3336421074,-83.1260494202,21067,[1753],1,True,4.0,5.0,45,[],[],[]
173,173,9379,9379,9378,42.3470709716,-83.0198536862,9378,[],0,False,5.0,8.0,58,[],"['Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance']",[]
174,174,264377,264377,264379,42.4149375391,-83.2608191226,264379,[6148],1,True,9.0,1.0,91,[],[],[]
175,175,84027,84027,84027,42.4288783297,-83.1015175882,84027,[2056],1,True,9.0,5.0,95,[],[],['LARCENY']
176,176,310092,310092,310094,42.4318462355,-82.9779691019,310094,[5618],1,True,,9.0,NA9,[],[],[]
177,177,96271,96271,96271,42.4091193331,-83.0605181838,96271,[5193],1,True,8.0,6.0,86,[],"['Failure of owner to obtain certificate of compliance', 'Failure of owner to comply with an emergency or imminent danger order of one- or two-family dwelling or building', 'Failure of owner to comply with an emergency or imminent danger order of one- or two-family dwelling or building', 'Failure of owner to comply with an emergency or imminent danger order of one- or two-family dwelling or building']",[]
178,178,88852,88852,88852,42.4341567385,-82.972867652,88852,[1542],1,True,,9.0,NA9,[],"['Failure of owner of one- or two-family dwelling to comply with an emergency or imminent danger order concerining an unsafe or unsanitary structure or unlawful occupancy', 'Failure of owner of one- or two-family dwelling to comply with an emergency or imminent danger order concerining an unsafe or unsanitary structure or unlawful occupancy']",['DAMAGE TO PROPERTY']
179,179,68481,68481,68481,42.3541576444,-83.2172622169,68481,[4926],1,True,5.0,2.0,52,[],"['Allowing bulk solid waste to lie or accumulate on or about the premises', 'Excessive weeds or plant growth one- or two-family dwelling or commercial Building']",[]
180,180,76939,76939,76939,42.3835749204,-83.0731531112,76939,[],0,False,7.0,6.0,76,[],[],[]
181,181,221380,221380,221381,42.3824904356,-82.9572456743,221381,[],0,False,7.0,9.0,79,[],[],[]
182,182,368585,368585,368587,42.3999774591,-82.9200925366,368587,[1623],1,True,8.0,,8NA,[],[],[]
183,183,8128,8128,8127,42.3335406079,-83.1264174195,8127,[1752],1,True,4.0,5.0,45,[],[],['ROBBERY']
184,184,118812,118812,118812,42.3847488429,-82.9966173395,118812,[],0,False,7.0,8.0,78,[],[],[]
185,185,384636,384636,384638,42.4422129708,-83.2688726183,384638,[],0,False,,1.0,NA1,[],[],[]
186,186,109397,109397,109397,42.4020699441,-82.9241100065,109397,[],0,False,8.0,,8NA,[],[],['TRAFFIC VIOLATIONS-MOTORCYCLE VIOLATIONS']
187,187,137221,137221,137221,42.4302568192,-83.0960116068,137221,[3132],1,True,,6.0,NA6,[],[],[]
188,188,58845,58845,58844,42.4272529998,-83.2304966901,58844,[],0,False,9.0,2.0,92,[],[],[]
189,189,119994,119994,119994,42.3767793607,-83.000435293,119994,[],0,False,7.0,8.0,78,[],[],[]
190,190,18753,18753,18752,42.3100151704,-83.1280243929,18752,[],0,False,4.0,5.0,45,[],"['Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste']",[]
191,191,185231,185231,185232,42.4098053645,-82.9496113024,185232,[],0,False,8.0,,8NA,[],[],['TRAFFIC VIOLATIONS-MOTORCYCLE VIOLATIONS']
192,192,121601,121601,121601,42.3889259312,-82.9496827539,121601,[5373],1,True,7.0,,7NA,[],"['Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property']",[]
193,193,375496,375496,375498,42.3454460428,-83.0898630178,375498,[3723],1,True,5.0,6.0,56,[],[],[]
194,194,211230,211230,211231,42.4260852899,-83.0648076968,211231,"[3054, 3055, 3681, 3682]",4,True,9.0,6.0,96,[],[],['OBSTRUCTING JUDICIARY']
195,195,44964,44964,44963,42.4094068383,-83.0654146698,44963,"[6794, 6795]",2,True,8.0,6.0,86,[],"['Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Allowing bulk solid waste to lie or accumulate on or about the premises', 'Excessive weeds or plant growth one- or two-family dwelling or commercial Building']",[]
196,196,275139,275139,275141,42.4416006896,-82.9852000588,275141,[460],1,True,,9.0,NA9,[],"['Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Excessive weeds or plant growth one- or two-family dwelling or commercial Building', 'Other Non-Compliance with Land Use Requirements (M1,M2,M3,M4,M5)', 'Dumping, storing or depositing solid waste 5 or more cubic yards on any publicly-owned property, or private property or water, without a permit ', 'Dumping, storing or depositing solid waste on any publicly-owned property, or private property or water, without a permit', 'Dumping, storing or depositing solid waste 5 or more cubic yards on any publicly-owned property, or private property or water, without a permit ', 'Dumping, storing or depositing solid waste 5 or more cubic yards on any publicly-owned property, or private property or water, without a permit ', 'Dumping, storing or depositing solid waste 5 or more cubic yards on any publicly-owned property, or private property or water, without a permit ']",['TRAFFIC VIOLATIONS-MOTORCYCLE VIOLATIONS']
197,197,321646,321646,321648,42.3281026249,-83.1293479079,321648,[],0,False,4.0,5.0,45,['Clogged Drain'],['Violation of time limit for approved containers to remain at curbside - early or late'],[]
198,198,300833,300833,300835,42.425043334,-83.0965180987,300835,[7111],1,True,9.0,6.0,96,[],[],[]
199,199,306799,306799,306801,42.3886414162,-82.95700319,306801,[],0,False,7.0,9.0,79,[],[],[]
200,200,86879,86879,86879,42.4345227299,-82.9766411192,86879,[5458],1,True,,9.0,NA9,['Running Water in a Home or Building'],[],[]
201,201,86538,86538,86538,42.3701938946,-82.9937043348,86538,[],0,False,7.0,8.0,78,[],[],[]
202,202,85662,85662,85662,42.3735263841,-83.0127642539,85662,[5674],1,True,6.0,8.0,68,[],[],[]
203,203,204986,204986,204987,42.4214537277,-82.9970549115,204987,[2735],1,True,9.0,8.0,98,[],[],[]
204,204,250130,250130,250131,42.399766066,-83.2663396181,250131,[],0,False,8.0,1.0,81,[],[],[]
205,205,207016,207016,207017,42.3883143308,-82.9971408425,207017,[],0,False,7.0,8.0,78,[],[],[]
206,206,209392,209392,209393,42.4021689995,-83.1843183205,209393,[3326],1,True,8.0,3.0,83,[],"['Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste', 'Excessive weeds or plant growth one- or two-family dwelling or commercial Building', 'Excessive weeds or plant growth one- or two-family dwelling or commercial Building', 'Allowing bulk solid waste to lie or accumulate on or about the premises', 'Excessive weeds or plant growth one- or two-family dwelling or commercial Building']",[]
207,207,78869,78869,78869,42.4299812322,-82.98218556,78869,[6618],1,True,9.0,9.0,99,[],[],[]
208,208,87964,87964,87964,42.4305972636,-82.9663467018,87964,[3790],1,True,,9.0,NA9,[],[],[]
209,209,218707,218707,218708,42.3602101137,-83.2004872603,218708,[],0,False,6.0,3.0,63,[],[],[]
210,210,340501,340501,340503,42.4172774258,-83.1538534183,340503,[2484],1,True,9.0,4.0,94,[],[],['LARCENY']
211,211,129298,129298,129298,42.3647190933,-83.1899702884,129298,[],0,False,6.0,3.0,63,[],[],['STOLEN PROPERTY']
212,212,41402,41402,41401,42.4074444593,-83.161279889,41401,[],0,False,8.0,4.0,84,[],[],[]
213,213,354563,354563,354565,42.3387885559,-83.084244522,354565,[],0,False,5.0,6.0,56,[],[],[]
214,214,203640,203640,203641,42.3029491907,-83.131030381,203641,[6065],1,True,2.0,4.0,24,[],"['Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste', 'Failure to obtain certificate of registration for rental property', 'Allowing bulk solid waste to lie or accumulate on or about the premises']",[]
215,215,72936,72936,72936,42.3328261104,-83.1269399171,72936,[],0,False,5.0,5.0,55,[],[],['DAMAGE TO PROPERTY']
216,216,131545,131545,131545,42.3715098949,-82.9916723547,131545,[1682],1,True,6.0,8.0,68,[],[],[]
217,217,225317,225317,225318,42.3100666751,-83.1341608808,225318,[],0,False,4.0,5.0,45,[],[],"['TRAFFIC VIOLATIONS-DRIVING ON SUSPENDED', 'AGGRAVATED ASSAULT', 'ASSAULT', 'ASSAULT']"
218,218,279441,279441,279443,42.2995536964,-83.1267743856,279443,[2791],1,True,1.0,5.0,15,[],['Failure of owner to obtain certificate of compliance'],"['BURGLARY', 'ARSON']"
219,219,68311,68311,68311,42.3965265135,-83.1850053155,68311,[],0,False,8.0,3.0,83,[],[],[]
220,220,162219,162219,162220,42.3467241668,-83.2239522002,162220,[4153],1,True,5.0,2.0,52,[],"['Bulk solid waste deposited more than 24 hours before designated time', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property']",[]
221,221,11873,11873,11872,42.3844843497,-82.9937823634,11872,[6723],1,True,7.0,8.0,78,['Tree Issue'],[],[]
222,222,55000,55000,54999,42.4491076689,-82.9839190858,54999,[],0,False,,9.0,NA9,[],[],['TRAFFIC VIOLATIONS-MOTORCYCLE VIOLATIONS']
223,223,369704,369704,369706,42.4268663274,-83.0956151036,369706,[6781],1,True,9.0,6.0,96,[],[],[]
224,224,81379,81379,81379,42.4094419235,-83.135825965,81379,[],0,False,8.0,5.0,85,[],[],[]
225,225,39348,39348,39347,42.4006273322,-83.0388912327,39347,[167],1,True,8.0,7.0,87,[],"['Failure of owner to obtain certificate of compliance', 'Failure of owner to comply with an emergency or imminent danger order of one- or two-family dwelling or building', 'Failure of owner to comply with an emergency or imminent danger order of one- or two-family dwelling or building']",[]
226,226,328582,328582,328584,42.302911191,-83.1311283808,328584,"[2539, 6065]",2,True,2.0,4.0,24,[],"['Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Allowing bulk solid waste to lie or accumulate on or about the premises', 'Allowing bulk solid waste to lie or accumulate on or about the premises']",[]
227,227,338519,338519,338521,42.3337131078,-83.1261049199,338521,"[1752, 1753]",2,True,4.0,5.0,45,[],[],[]
228,228,19957,19957,19956,42.2892162323,-83.1389028535,19956,[],0,False,2.0,5.0,25,[],[],[]
229,229,182981,182981,182982,42.3270141287,-83.1306964037,182982,[],0,False,4.0,5.0,45,[],[],[]
230,230,131035,131035,131035,42.3764825434,-83.1691358485,131035,[],0,False,7.0,4.0,74,[],[],['TRAFFIC VIOLATIONS-MOTORCYCLE VIOLATIONS']
231,231,209864,209864,209865,42.4241779674,-83.1999977827,209865,[],0,False,9.0,3.0,93,[],[],[]
232,232,348456,348456,348458,42.3224301198,-83.1060214525,348458,[],0,False,4.0,5.0,45,[],[],[]
233,233,353398,353398,353400,42.4077059155,-83.1254304941,353400,[],0,False,8.0,5.0,85,[],[],[]
234,234,289014,289014,289016,42.3893164272,-82.9510367434,289016,[5246],1,True,7.0,,7NA,[],"['Failure of owner of one- or two-family dwelling to comply with an emergency or imminent danger order concerining an unsafe or unsanitary structure or unlawful occupancy', 'Failure of owner of one- or two-family dwelling to comply with an emergency or imminent danger order concerining an unsafe or unsanitary structure or unlawful occupancy', 'Failure of owner of one- or two-family dwelling to comply with an emergency or imminent danger order concerining an unsafe or unsanitary structure or unlawful occupancy']",[]
235,235,359120,359120,359122,42.3298275628,-83.0640265552,359122,[6952],1,True,3.0,6.0,36,[],"['Noncompliance/Grant Condition/BZA/BSE', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Unlawful change of use of building or land', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure to secure a certificate of Maintenance of Grant Conditions', 'Failed to comply with other land use or procedural requirements - OTHER NON-COMPLIANCE WITH LAND USE REQUIREMENTS', 'Excessive weeds or plant growth one- or two-family dwelling or commercial Building', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure to secure City or Private solid waste collection containers and services', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Allowing bulk solid waste to lie or accumulate on or about the premises']",['STOLEN VEHICLE']
236,236,213134,213134,213135,42.4216242655,-82.9788965717,213135,[4971],1,True,9.0,9.0,99,[],"['Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property']",[]
237,237,267603,267603,267605,42.391333957,-83.1249909789,267605,[1951],1,True,8.0,5.0,85,"['Tree Issue', 'Tree Issue']","['Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Rodent harborage one-or two-family dwelling or commercial building', 'Allowing bulk solid waste to lie or accumulate on or about the premises', 'Allowing bulk solid waste to lie or accumulate on or about the premises', 'Allowing bulk solid waste to lie or accumulate on or about the premises']","['ASSAULT', 'OBSTRUCTING JUDICIARY']"
238,238,167428,167428,167429,42.4014340291,-83.2081112527,167429,[],0,False,8.0,3.0,83,[],[],"['FRAUD', 'ROBBERY']"
239,239,36222,36222,36221,42.4257142822,-82.9648522039,36221,[],0,False,9.0,9.0,99,[],[],['DANGEROUS DRUGS']
